pID;Name;Surname;Salary;Domain;State;Role;Gender;Ethnicity;FamSituation;Performance;Rating
2837;Jaylen;Butler;Zone C;Production       ;MA;CLERK;Male;Asian;Single;Fully Meets;4
2838;Gloria;Marks;Zone A;Production       ;MA;MANAGER;Male;Black;Single;Fully Meets;5
2839;Jaylee;Cunningham;Zone C;Production       ;MA;CLERK;Male;Black;Married;Fully Meets;1
2840;Jordon;Wyatt;Zone B;Production       ;MA;CLERK;Male;Hispanic;Divorced;Fully Meets;2
2841;Darien;Doyle;Zone B;Production       ;MA;CLERK;Male;Hispanic;Married;Fully Meets;5
2842;Ryan;Rollins;Zone B;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;1
2843;Manuel;Haley;Zone C;Production       ;MA;CLERK;Male;Black;Married;Fully Meets;1
2844;Litzy;Lloyd;Zone A;Production       ;MA;CLERK;Male;Asian;Widowed;Fully Meets;5
2845;Jett;York;Zone B;Production       ;MA;CLERK;Female;White;Single;Fully Meets;4
2846;Natalia;Bush;Zone C;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;5
2847;Mallory;Carey;Zone C;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;2
2848;Pierre;Tate;Zone A;Production       ;MA;MANAGER;Male;White;Single;Exceeds;1
2849;Shannon;Hurst;Zone C;Production       ;MA;CLERK;Male;Hispanic;Single;Fully Meets;5
2850;Carleigh;Schultz;Zone C;Production       ;MA;CLERK;Male;Hispanic;Divorced;Exceeds;1
2851;Rihanna;Briggs;Zone B;Production       ;MA;MANAGER;Male;Black;Divorced;Fully Meets;4
2852;Eden;Levy;Zone C;Production       ;MA;CLERK;Male;Other;Widowed;Fully Meets;1
2853;Nathanial;Davis;Zone B;Production       ;MA;CLERK;Male;Other;Widowed;Needs Improvement;5
2854;Eileen;Beard;Zone A;Production       ;MA;MANAGER;Female;Hispanic;Married;Needs Improvement;2
2855;Kale;Potter;Zone C;Production       ;MA;CLERK;Female;Black;Single;Needs Improvement;4
2856;Sage;Boyer;Zone A;Production       ;MA;MANAGER;Female;White;Married;Needs Improvement;5
2857;Dane;Owens;Zone A;Production       ;MA;CLERK;Male;White;Single;Fully Meets;2
2858;Colin;Simpson;Zone C;Production       ;MA;CLERK;Male;Other;Married;Fully Meets;5
2859;Rachel;Buckley;Zone C;Production       ;MA;CLERK;Male;Other;Divorced;Needs Improvement;2
2860;Maria;Cameron;Zone C;Production       ;MA;CLERK;Male;Black;Married;Fully Meets;2
2861;Judith;Savage;Zone C;Production       ;MA;CLERK;Male;White;Widowed;Fully Meets;2
2862;Randall;West;Zone B;Production       ;MA;CLERK;Male;Other;Single;Fully Meets;4
2863;Caitlin;Palmer;Zone B;Production       ;MA;MANAGER;Male;Other;Widowed;Needs Improvement;4
2864;Luke;Heath;Zone B;Production       ;MA;CLERK;Male;Asian;Single;Fully Meets;2
2865;Esperanza;Horne;Zone C;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;1
2866;Jadon;Mata;Zone C;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;2
2867;Gillian;Hawkins;Zone A;Production       ;MA;MANAGER;Female;White;Single;Fully Meets;2
2868;Lisa;Griffin;Zone A;Production       ;MA;MANAGER;Male;Black;Married;Fully Meets;5
2869;Nelson;Carpenter;Zone A;Production       ;MA;CLERK;Male;Black;Widowed;Fully Meets;2
2870;Sanai;Sweeney;Zone B;Production       ;MA;MANAGER;Male;Black;Married;Fully Meets;4
2871;Tania;Taylor;Zone A;Production       ;MA;MANAGER;Male;Hispanic;Divorced;Fully Meets;5
2872;Greta;Horne;Zone B;Production       ;MA;CLERK;Male;Hispanic;Married;Fully Meets;2
2873;Jordyn;Snyder;Zone A;Production       ;MA;MANAGER;Male;Hispanic;Divorced;Fully Meets;4
2874;Alex;Collins;Zone A;Production       ;MA;CLERK;Male;White;Divorced;Fully Meets;1
2875;Harley;Walker;Zone C;Production       ;MA;MANAGER;Female;Black;Divorced;Fully Meets;4
2876;Luka;Novak;Zone A;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;4
2877;Skylar;Riggs;Zone B;Production       ;MA;MANAGER;Female;Asian;Widowed;Fully Meets;2
2878;Shania;Barrera;Zone A;Production       ;MA;CLERK;Male;Black;Married;Fully Meets;2
2879;Trystan;Fernandez;Zone A;Production       ;MA;MANAGER;Male;Black;Married;Fully Meets;2
2880;Aimee;Berg;Zone A;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;4
2881;Kyson;Scott;Zone B;Production       ;MA;CLERK;Male;Asian;Divorced;Fully Meets;4
2882;Lamar;Kirk;Zone B;Production       ;MA;CLERK;Male;Asian;Widowed;Fully Meets;4
2883;Slade;Lynn;Zone C;Production       ;MA;CLERK;Male;Hispanic;Married;Fully Meets;4
2884;Riley;Leon;Zone A;Production       ;MA;CLERK;Male;Other;Married;Fully Meets;2
2885;Humberto;Yoder;Zone B;Production       ;MA;CLERK;Male;Asian;Single;Fully Meets;1
2886;Michelle;Pearson;Zone A;Production       ;MA;MANAGER;Male;Asian;Married;Fully Meets;2
2887;Natalya;Reyes;Zone A;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;5
2888;Celia;Mcpherson;Zone A;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;5
2889;Matias;Barton;Zone A;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;1
2890;Caitlyn;Vaughan;Zone A;Production       ;MA;MANAGER;Male;Black;Single;Fully Meets;2
2891;Addyson;Pollard;Zone A;Production       ;MA;CLERK;Male;Black;Widowed;Fully Meets;1
2892;Laila;Wiggins;Zone A;Production       ;MA;CLERK;Male;Hispanic;Divorced;Fully Meets;2
2893;Terrance;Wiggins;Zone A;Production       ;MA;CLERK;Male;White;Divorced;Fully Meets;2
2894;Aliza;Pace;Zone B;Production       ;MA;CLERK;Male;White;Single;Fully Meets;4
2895;Mauricio;Stein;Zone A;Production       ;MA;CLERK;Male;Asian;Married;Fully Meets;2
2896;Gia;Winters;Zone B;Production       ;MA;CLERK;Male;Other;Divorced;Fully Meets;4
2897;Aidyn;Cuevas;Zone C;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;4
2898;Angel;Santos;Zone A;Production       ;MA;MANAGER;Female;Other;Single;Fully Meets;4
2899;Johnathan;Huerta;Zone B;Production       ;MA;MANAGER;Male;Other;Single;Fully Meets;5
2900;Katelyn;Garner;Zone B;Production       ;MA;CLERK;Male;White;Widowed;Exceeds;2
2901;Deshawn;Ayers;Zone A;Production       ;MA;CLERK;Female;White;Single;Fully Meets;4
2902;Siena;Meadows;Zone B;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;1
2903;Presley;Padilla;Zone A;Production       ;MA;CLERK;Male;Asian;Single;Needs Improvement;5
2904;Marquis;Atkinson;Zone A;Production       ;MA;CLERK;Female;Other;Widowed;Exceeds;4
2905;Gillian;Williams;Zone C;Production       ;MA;CLERK;Male;Asian;Divorced;Fully Meets;1
2906;Anabel;Hanna;Zone B;Production       ;MA;CLERK;Male;Asian;Divorced;Needs Improvement;5
2907;Celeste;Branch;Zone C;Production       ;MA;MANAGER;Male;White;Widowed;Needs Improvement;4
2908;Shyanne;Cooper;Zone C;Production       ;MA;MANAGER;Male;Asian;Single;Exceeds;1
2909;Nancy;Barrett;Zone C;Production       ;MA;CLERK;Female;Hispanic;Single;Needs Improvement;1
2910;Ronan;Burke;Zone A;Production       ;MA;CLERK;Female;White;Divorced;Exceeds;1
2911;Estrella;Ho;Zone A;Production       ;MA;MANAGER;Male;Asian;Divorced;Exceeds;2
2912;Conor;Petty;Zone C;Production       ;MA;MANAGER;Male;Black;Widowed;Needs Improvement;4
2913;Cheyanne;Munoz;Zone B;Production       ;MA;CLERK;Male;Hispanic;Divorced;Needs Improvement;2
2914;Jaycee;Osborn;Zone C;Production       ;MA;CLERK;Male;Hispanic;Widowed;Exceeds;2
2915;Jordyn;Patel;Zone B;Production       ;MA;CLERK;Male;Asian;Widowed;Exceeds;1
2916;Michael;Acosta;Zone C;Production       ;MA;MANAGER;Male;White;Single;Needs Improvement;2
2917;Janiah;Ball;Zone A;Production       ;MA;CLERK;Male;Other;Widowed;Exceeds;4
2918;Brice;Medina;Zone B;Production       ;MA;CLERK;Female;Black;Widowed;Exceeds;4
2919;Ismael;Bowers;Zone A;Production       ;MA;MANAGER;Female;White;Single;Needs Improvement;5
2920;Caden;Silva;Zone A;Production       ;MA;CLERK;Male;Hispanic;Single;Exceeds;5
2921;Yadira;Dean;Zone B;Production       ;MA;CLERK;Female;Asian;Divorced;Exceeds;2
2922;Miles;Roberts;Zone B;Production       ;MA;CLERK;Female;Other;Married;Exceeds;5
2923;Joel;Spence;Zone A;Production       ;MA;CLERK;Female;White;Married;Needs Improvement;4
2924;Kole;Garrison;Zone B;Production       ;MA;CLERK;Male;Asian;Married;Exceeds;5
2925;Kaylin;Andersen;Zone B;Production       ;MA;MANAGER;Male;Other;Divorced;Exceeds;4
2926;Yareli;Valdez;Zone B;Production       ;MA;CLERK;Male;Black;Widowed;Needs Improvement;5
2927;Rubi;Sanford;Zone A;Production       ;MA;MANAGER;Male;Black;Divorced;Exceeds;1
2928;Jayden;Bolton;Zone B;Production       ;MA;CLERK;Female;Hispanic;Divorced;Fully Meets;5
2929;Izabella;Watson;Zone B;Production       ;MA;CLERK;Female;White;Widowed;Needs Improvement;2
2930;Jon;Galvan;Zone A;Production       ;MA;MANAGER;Female;Black;Widowed;Exceeds;2
2931;Halle;Chan;Zone B;Production       ;MA;CLERK;Male;Hispanic;Single;Exceeds;2
2932;Braeden;Moss;Zone A;Production       ;MA;CLERK;Male;Hispanic;Widowed;Fully Meets;4
2933;Fernando;Mcdowell;Zone A;Production       ;MA;CLERK;Male;White;Single;Needs Improvement;1
2934;Triston;Ewing;Zone B;Production       ;MA;CLERK;Male;Asian;Widowed;Fully Meets;2
2935;Pablo;Yates;Zone B;Production       ;MA;CLERK;Male;White;Divorced;Fully Meets;5
2936;Jordan;Hayes;Zone C;Production       ;MA;CLERK;Male;Asian;Married;Needs Improvement;1
2937;Kianna;Wilkerson;Zone A;Production       ;MA;MANAGER;Male;Black;Married;Needs Improvement;2
2938;Paul;Steele;Zone C;Production       ;MA;CLERK;Male;White;Married;Needs Improvement;1
2939;Jason;Moyer;Zone B;Production       ;MA;MANAGER;Female;Hispanic;Single;Needs Improvement;2
2940;Larissa;Taylor;Zone A;Production       ;MA;MANAGER;Female;Black;Single;Needs Improvement;5
2941;Aryanna;Larson;Zone B;Production       ;MA;CLERK;Male;Hispanic;Divorced;Needs Improvement;2
2942;Eliana;Hammond;Zone C;Production       ;MA;CLERK;Female;Black;Widowed;Needs Improvement;2
2943;Adrien;Krause;Zone B;Production       ;MA;CLERK;Female;Other;Single;Needs Improvement;2
2944;Annie;Galloway;Zone C;Production       ;MA;CLERK;Female;Other;Widowed;Needs Improvement;1
2945;Kamryn;Mckinney;Zone B;Production       ;MA;CLERK;Male;White;Widowed;Needs Improvement;4
2946;Dahlia;Waller;Zone A;Production       ;MA;CLERK;Male;Black;Divorced;Needs Improvement;2
2947;Alonzo;Bradley;Zone C;Production       ;MA;CLERK;Male;Asian;Divorced;Fully Meets;1
2948;Harley;Soto;Zone B;Production       ;MA;MANAGER;Male;Other;Single;Needs Improvement;2
2949;Belen;Vasquez;Zone A;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;4
2950;Charlize;Rocha;Zone C;Production       ;MA;MANAGER;Female;White;Married;Needs Improvement;4
2951;Aleena;David;Zone C;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;2
2952;Bridger;Alvarado;Zone C;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;4
2953;Cannon;Morgan;Zone B;Production       ;MA;CLERK;Male;Other;Widowed;Fully Meets;5
2954;Weston;Ramsey;Zone B;Production       ;MA;MANAGER;Female;Black;Widowed;Fully Meets;2
2955;Adison;Ray;Zone A;Production       ;MA;CLERK;Male;Other;Married;Fully Meets;1
2956;Aarav;Espinoza;Zone C;Production       ;MA;MANAGER;Male;Hispanic;Widowed;Fully Meets;2
2957;Destiney;Barry;Zone B;Production       ;MA;CLERK;Male;Hispanic;Single;Fully Meets;1
2958;Ulises;Herring;Zone C;Production       ;MA;MANAGER;Male;Black;Divorced;Fully Meets;4
2959;Marquis;Cardenas;Zone A;Production       ;MA;CLERK;Male;Hispanic;Widowed;Fully Meets;2
2960;Miya;Cruz;Zone C;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;2
2961;Erin;Floyd;Zone A;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;2
2962;Gerald;Johnston;Zone A;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;1
2963;Kendrick;Snyder;Zone B;Production       ;MA;CLERK;Male;Other;Married;Fully Meets;2
2964;Alyssa;Proctor;Zone B;Production       ;MA;CLERK;Female;Other;Divorced;Fully Meets;2
2965;Manuel;Stout;Zone B;Production       ;MA;CLERK;Female;Hispanic;Divorced;Fully Meets;1
2966;Joanna;Bradley;Zone A;Production       ;MA;CLERK;Male;White;Divorced;Fully Meets;4
2967;Sade;Smith;Zone A;Production       ;MA;MANAGER;Female;Other;Married;Fully Meets;4
2968;Lowan M;Biden;Zone B;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;4
2969;Lauren;Peters;Zone A;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;2
2970;Shenice;Gold;Zone B;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;5
2971;Brigit;McCarthy;Zone C;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;1
2972;Cherly;Robinson;Zone B;Production       ;MA;CLERK;Female;Other;Widowed;Fully Meets;1
2973;Jacquelyn;Williams;Zone C;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;5
2974;Kayla;Peterson;Zone C;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;5
2975;Bradley J;Knapp;Zone A;Production       ;MA;CLERK;Male;Asian;Married;Fully Meets;4
2976;Richard;Newman;Zone A;Production       ;MA;CLERK;Male;Hispanic;Divorced;Fully Meets;1
2977;Benjamin;Burkett;Zone A;Production       ;MA;MANAGER;Male;Black;Divorced;Fully Meets;2
2978;Sam;Athwal;Zone C;Production       ;MA;MANAGER;Male;Hispanic;Divorced;Fully Meets;4
2979;Lauren;Mahoney;Zone A;Production       ;MA;CLERK;Female;Other;Widowed;Fully Meets;2
2980;Theresa;Tinto;Zone A;Production       ;MA;CLERK;Female;Hispanic;Divorced;Fully Meets;2
2981;Caroline;Cierpiszewski;Zone B;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;1
2982;Tanya;CLERK;Zone B;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;2
2983;Roger;Walker;Zone C;Production       ;MA;CLERK;Male;Hispanic;Widowed;Fully Meets;2
2984;Tayana;Jeannite;Zone B;Production       ;MA;CLERK;Female;Black;Divorced;Fully Meets;5
2985;Anthony;Heitzman;Zone A;Production       ;MA;MANAGER;Male;Hispanic;Married;Fully Meets;1
2986;Violeta;Ferreira;Zone B;Production       ;MA;MANAGER;Female;Asian;Single;Fully Meets;1
2987;Geoff;Dickinson;Zone B;Production       ;MA;CLERK;Male;Other;Single;Fully Meets;4
2988;Justice;Gentry;Zone A;Production       ;MA;CLERK;Male;Hispanic;Married;Fully Meets;1
2989;Kason;Kramer;Zone B;Production       ;MA;MANAGER;Female;Hispanic;Widowed;Fully Meets;4
2990;Alfredo;Perry;Zone C;Production       ;MA;CLERK;Female;White;Single;Fully Meets;2
2991;Skyler;Drake;Zone A;Production       ;MA;CLERK;Female;White;Single;Exceeds;2
2992;Moshe;Copeland;Zone A;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;4
2993;Harley;Nunez;Zone A;Production       ;MA;CLERK;Male;White;Widowed;Fully Meets;4
2994;Sammy;Walter;Zone B;Production       ;MA;CLERK;Male;Other;Married;Fully Meets;4
2995;Ronnie;Haas;Zone A;Production       ;MA;CLERK;Male;Other;Single;Needs Improvement;4
2996;Kira;Robertson;Zone B;Production       ;MA;CLERK;Female;Other;Widowed;Fully Meets;4
2997;Jaqueline;Ford;Zone B;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;2
2998;Trace;Cherry;Zone C;Production       ;MA;CLERK;Male;White;Widowed;Needs Improvement;1
2999;Travis;Cardenas;Zone B;Production       ;MA;MANAGER;Male;Asian;Divorced;Fully Meets;2
3000;Reyna;Hicks;Zone B;Production       ;MA;CLERK;Male;Other;Single;Fully Meets;1
3001;Trent;Sandoval;Zone C;Production       ;MA;CLERK;Male;Asian;Widowed;Fully Meets;5
3002;Reginald;Dougherty;Zone A;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;2
3003;Paul;Greer;Zone A;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;5
3004;Tiara;Velez;Zone B;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;5
3005;Mareli;Wilson;Zone C;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;2
3006;Efrain;Underwood;Zone C;Production       ;MA;CLERK;Female;Asian;Single;Fully Meets;1
3007;Madeline;Powell;Zone A;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;2
3008;Alfred;Goodman;Zone A;Production       ;MA;MANAGER;Female;Black;Widowed;Fully Meets;4
3009;Aracely;Kelly;Zone C;Production       ;MA;CLERK;Male;White;Married;Fully Meets;2
3010;Morgan;Velazquez;Zone C;Production       ;MA;CLERK;Male;Other;Married;Fully Meets;1
3011;Isla;Becker;Zone A;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;5
3012;Scott;Sanford;Zone A;Production       ;MA;MANAGER;Female;Asian;Single;Exceeds;1
3013;Deja;Ritter;Zone C;Production       ;MA;CLERK;Female;Asian;Widowed;PIP;1
3014;Amelia;Gamble;Zone B;Production       ;MA;CLERK;Male;Hispanic;Single;PIP;2
3015;Pranav;Middleton;Zone C;Production       ;MA;CLERK;Male;Hispanic;Single;PIP;2
3016;Moshe;Hunter;Zone A;Production       ;MA;CLERK;Male;Black;Widowed;PIP;4
3017;Arjun;Gibson;Zone B;Production       ;MA;CLERK;Female;Other;Divorced;PIP;5
3018;Alaina;Jenkins;Zone C;Production       ;MA;MANAGER;Female;Black;Widowed;PIP;2
3019;Elyse;Morrow;Zone B;Production       ;MA;MANAGER;Female;Asian;Married;PIP;2
3020;Lincoln;Brady;Zone C;Production       ;MA;CLERK;Male;Black;Widowed;PIP;2
3021;Allisson;Braun;Zone A;Production       ;MA;MANAGER;Male;Other;Single;PIP;2
3022;Leonel;Chang;Zone C;Production       ;MA;CLERK;Male;Other;Married;PIP;1
3023;Marshall;Lucas;Zone B;Production       ;MA;CLERK;Female;Black;Widowed;PIP;2
3024;Haiden;Scott;Zone A;Production       ;MA;MANAGER;Female;Hispanic;Widowed;Fully Meets;2
3025;Kyan;Miranda;Zone C;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;1
3026;Ayanna;Garrison;Zone C;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;2
3027;Alan;Woods;Zone A;Production       ;MA;MANAGER;Female;White;Single;Fully Meets;5
3028;Teagan;Phelps;Zone B;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;2
3029;Malachi;Burnett;Zone C;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;4
3030;Kadin;Mcdowell;Zone C;Production       ;MA;CLERK;Female;White;Single;Fully Meets;1
3031;Reed;Brandt;Zone B;Production       ;MA;MANAGER;Male;Asian;Married;Fully Meets;1
3032;Cristofer;Schwartz;Zone A;Production       ;MA;MANAGER;Male;Asian;Married;Fully Meets;2
3033;Jaelynn;Salazar;Zone C;Production       ;MA;MANAGER;Male;White;Divorced;Fully Meets;2
3034;Macie;Hayes;Zone B;Production       ;MA;CLERK;Female;White;Single;Fully Meets;2
3035;Rodney;Snow;Zone C;Production       ;MA;MANAGER;Female;Other;Divorced;Fully Meets;1
3036;Reece;Potts;Zone B;Production       ;MA;MANAGER;Female;White;Widowed;Fully Meets;2
3037;Catalina;Eaton;Zone C;Production       ;MA;MANAGER;Male;Asian;Married;Fully Meets;4
3038;Heidi;Manning;Zone B;Production       ;MA;CLERK;Male;White;Divorced;Fully Meets;2
3039;Marquis;Johns;Zone B;Production       ;MA;MANAGER;Female;Other;Single;Fully Meets;5
3040;Areli;Torres;Zone A;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;5
3041;Rey;Morton;Zone C;Production       ;MA;CLERK;Female;White;Single;Fully Meets;2
3042;Deven;Gillespie;Zone B;Production       ;MA;CLERK;Female;White;Widowed;Exceeds;4
3043;Rowan;Gilbert;Zone C;Production       ;MA;MANAGER;Male;Black;Widowed;Exceeds;2
3044;Cullen;Ruiz;Zone B;Production       ;MA;CLERK;Male;White;Single;Exceeds;2
3045;Kamron;Goodwin;Zone C;Production       ;MA;CLERK;Male;Other;Single;Exceeds;2
3046;Claudia;Melton;Zone A;Production       ;MA;MANAGER;Female;Other;Single;Exceeds;4
3047;Francesca;Lowe;Zone C;Production       ;MA;MANAGER;Female;White;Married;Exceeds;5
3048;Violet;Horn;Zone B;Production       ;MA;CLERK;Female;White;Married;Fully Meets;2
3049;Carlie;Wagner;Zone A;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;4
3050;Harmony;Pruitt;Zone C;Production       ;MA;CLERK;Female;White;Single;Fully Meets;4
3051;Briley;Huerta;Zone B;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;5
3052;Ean;Barajas;Zone A;Production       ;MA;MANAGER;Female;White;Single;Fully Meets;5
3053;Dayana;Gregory;Zone A;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;2
3054;Zaniyah;Mccarthy;Zone C;Production       ;MA;CLERK;Male;White;Married;Fully Meets;1
3055;Matthias;Simon;Zone A;Production       ;MA;CLERK;Male;Other;Divorced;Fully Meets;2
3056;Lyric;Butler;Zone A;Production       ;MA;MANAGER;Female;Other;Divorced;Fully Meets;5
3057;Bridger;Duran;Zone A;Production       ;MA;CLERK;Female;Black;Divorced;Fully Meets;4
3058;Amirah;Cline;Zone A;Production       ;MA;MANAGER;Male;Asian;Divorced;Fully Meets;1
3059;Izaiah;Gallagher;Zone A;Production       ;MA;MANAGER;Female;White;Widowed;Fully Meets;1
3060;Marcelo;Galvan;Zone A;Production       ;MA;MANAGER;Male;Asian;Widowed;Fully Meets;2
3061;Kaylynn;Odom;Zone C;Production       ;MA;CLERK;Male;Other;Married;Fully Meets;4
3062;Oliver;Dalton;Zone A;Production       ;MA;MANAGER;Female;Asian;Divorced;Fully Meets;1
3063;Patience;Henry;Zone B;Production       ;MA;MANAGER;Female;Other;Widowed;Fully Meets;5
3064;London;Pennington;Zone A;Production       ;MA;CLERK;Female;Other;Divorced;Fully Meets;4
3065;Anna;Salazar;Zone A;Production       ;MA;CLERK;Female;Black;Divorced;Fully Meets;4
3066;Vicente;Davis;Zone B;Production       ;MA;CLERK;Male;Hispanic;Divorced;Fully Meets;1
3067;Annabel;Lewis;Zone B;Production       ;MA;CLERK;Male;Hispanic;Single;Fully Meets;4
3068;Alana;Nunez;Zone A;Production       ;MA;CLERK;Male;Asian;Single;Fully Meets;5
3069;Jaylen;Donaldson;Zone A;Production       ;MA;CLERK;Female;White;Married;Fully Meets;4
3070;Malakai;Shelton;Zone C;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;1
3071;Erick;Wood;Zone B;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;2
3072;Daniel;Frye;Zone B;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;1
3073;Jayvon;Simpson;Zone A;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;4
3074;Bryant;Singleton;Zone A;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;1
3075;Adam;Meza;Zone B;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;5
3076;Omari;Keller;Zone C;Production       ;MA;CLERK;Male;White;Married;Fully Meets;5
3077;Asher;Miles;Zone A;Production       ;MA;CLERK;Male;Hispanic;Married;Fully Meets;1
3078;Makaila;Baxter;Zone B;Production       ;MA;CLERK;Male;Black;Widowed;Fully Meets;1
3079;Tommy;Carter;Zone B;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;4
3080;Zavier;Reese;Zone B;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;2
3081;Colt;Kemp;Zone C;Production       ;MA;MANAGER;Male;White;Widowed;Fully Meets;2
3082;Marco;Robles;Zone A;Production       ;MA;MANAGER;Female;Other;Single;Fully Meets;1
3083;Nick;Palmer;Zone C;Production       ;MA;CLERK;Male;Asian;Widowed;Fully Meets;2
3084;Mekhi;Hopkins;Zone A;Production       ;MA;CLERK;Male;Black;Widowed;Fully Meets;4
3085;Eileen;Oneal;Zone C;Production       ;MA;CLERK;Female;Asian;Single;Fully Meets;2
3086;Alani;Cooley;Zone B;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;1
3087;Corinne;Campos;Zone B;Production       ;MA;MANAGER;Female;Black;Married;Fully Meets;4
3088;Heaven;Nelson;Zone B;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;5
3089;Baylee;Castaneda;Zone A;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;4
3090;Morgan;Roth;Zone B;Production       ;MA;CLERK;Male;Black;Married;Fully Meets;5
3091;Kali;Hensley;Zone B;Production       ;MA;CLERK;Male;White;Single;Fully Meets;5
3092;Beckett;Sandoval;Zone A;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;2
3093;Isabell;Meadows;Zone B;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;2
3094;Jordin;Alexander;Zone C;Production       ;MA;CLERK;Female;Other;Widowed;Fully Meets;1
3095;Frederick;Carney;Zone A;Production       ;MA;MANAGER;Female;Other;Divorced;Fully Meets;4
3096;Baron;Lindsey;Zone B;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;5
3097;Rigoberto;Gentry;Zone C;Production       ;MA;MANAGER;Female;White;Married;Fully Meets;4
3098;Rayne;Chambers;Zone A;Production       ;MA;CLERK;Male;Black;Widowed;Fully Meets;4
3099;Laila;Simmons;Zone A;Production       ;MA;CLERK;Male;Black;Divorced;Exceeds;4
3100;Carsen;Schmidt;Zone B;Production       ;MA;CLERK;Female;White;Single;Fully Meets;5
3101;Bethany;Mckay;Zone B;Production       ;MA;CLERK;Female;Asian;Single;Fully Meets;2
3102;Eden;Robles;Zone C;Production       ;MA;CLERK;Male;Black;Widowed;Exceeds;2
3103;Abel;Snow;Zone A;Production       ;MA;MANAGER;Male;Asian;Single;Fully Meets;4
3104;Ashton;Winters;Zone C;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;2
3105;Josie;Melton;Zone B;Production       ;MA;CLERK;Male;Black;Married;Fully Meets;1
3106;Bruno;Jimenez;Zone A;Production       ;MA;CLERK;Male;Hispanic;Divorced;Fully Meets;4
3107;Elijah;Barr;Zone A;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;4
3108;Oswaldo;Hanson;Zone B;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;2
3109;Samara;Roberson;Zone A;Production       ;MA;CLERK;Female;White;Married;PIP;2
3110;Luis;Frazier;Zone C;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;2
3111;Jaquan;Hancock;Zone B;Production       ;MA;CLERK;Female;Other;Divorced;Fully Meets;1
3112;Emanuel;George;Zone B;Production       ;MA;CLERK;Male;Asian;Single;Fully Meets;4
3113;Giselle;Calderon;Zone C;Production       ;MA;MANAGER;Female;White;Divorced;Fully Meets;4
